mba_number,version_number,campaign_status,line,component,schedule_cents,slice_cents,delta_cents,label
BICAU003,9,approved,*,total,3150005,3500000,-349995,Full-scope C1 drift: media on line billing-socialMedia::BICAU003SM1 — schedule $15750.05 vs approved slice $0.00 (Δ $15750.05).
BICAU003,9,approved,billing-socialMedia::BICAU003SM1,media,1575005,0,1575005,media billing-socialMedia::BICAU003SM1
BICAU003,9,approved,billing-socialMedia::BICAU003SM2,media,1575000,0,1575000,media billing-socialMedia::BICAU003SM2
BICAU003,9,approved,BICAU003SM1,media,0,1750003,-1750003,media BICAU003SM1
BICAU003,9,approved,BICAU003SM2,media,0,1749997,-1749997,media BICAU003SM2
candel001,23,approved,*,total,9660000,11700000,-2040000,Full-scope C1 drift: media on line billing-socialMedia::candel001SM1 — schedule $93600.00 vs approved slice $0.00 (Δ $93600.00).
candel001,23,approved,billing-socialMedia::candel001SM1,media,9360000,0,9360000,media billing-socialMedia::candel001SM1
candel001,23,approved,candel001SM1,media,0,11700000,-11700000,media candel001SM1
hartm001,22,booked,*,total,56028095,55762076,266019,Full-scope C1 drift: media on line billing-search::hartm001SE1 — schedule $97198.71 vs approved slice $0.00 (Δ $97198.71).
hartm001,22,booked,billing-search::hartm001SE1,media,9719871,0,9719871,media billing-search::hartm001SE1
hartm001,22,booked,billing-search::hartm001SE2,media,4534938,0,4534938,media billing-search::hartm001SE2
hartm001,22,booked,billing-search::hartm001SE3,media,3690588,0,3690588,media billing-search::hartm001SE3
hartm001,22,booked,billing-search::hartm001SE4,media,2855702,0,2855702,media billing-search::hartm001SE4
hartm001,22,booked,billing-search::hartm001SE5,media,3866956,0,3866956,media billing-search::hartm001SE5
hartm001,22,booked,billing-search::hartm001SE6,media,4544143,0,4544143,media billing-search::hartm001SE6
hartm001,22,booked,billing-search::hartm001SE7,media,2735641,0,2735641,media billing-search::hartm001SE7
hartm001,22,booked,billing-search::hartm001SE8,media,834032,0,834032,media billing-search::hartm001SE8
hartm001,22,booked,billing-progDisplay::hartm001PD1,media,2979500,0,2979500,media billing-progDisplay::hartm001PD1
hartm001,22,booked,billing-progDisplay::hartm001PD2,media,920800,0,920800,media billing-progDisplay::hartm001PD2
hartm001,22,booked,billing-progDisplay::hartm001PD3,media,3452000,0,3452000,media billing-progDisplay::hartm001PD3
hartm001,22,booked,billing-progVideo::hartm001PV1,media,8676800,0,8676800,media billing-progVideo::hartm001PV1
hartm001,22,booked,billing-progVideo::hartm001PV2,media,6163200,0,6163200,media billing-progVideo::hartm001PV2
hartm001,22,booked,billing-search::hartm001SE9,media,800000,0,800000,media billing-search::hartm001SE9
hartm001,22,booked,hartm001PD1,media,0,2979500,-2979500,media hartm001PD1
hartm001,22,booked,hartm001PD2,media,0,920800,-920800,media hartm001PD2
hartm001,22,booked,hartm001PD3,media,0,3452000,-3452000,media hartm001PD3
hartm001,22,booked,hartm001PV1,media,0,8676800,-8676800,media hartm001PV1
hartm001,22,booked,hartm001PV2,media,0,6163200,-6163200,media hartm001PV2
hartm001,22,booked,hartm001SE1,media,0,9719871,-9719871,media hartm001SE1
hartm001,22,booked,hartm001SE2,media,0,4534938,-4534938,media hartm001SE2
hartm001,22,booked,hartm001SE3,media,0,3690588,-3690588,media hartm001SE3
hartm001,22,booked,hartm001SE4,media,0,2843607,-2843607,media hartm001SE4
hartm001,22,booked,hartm001SE5,media,0,3866956,-3866956,media hartm001SE5
hartm001,22,booked,hartm001SE6,media,0,4544143,-4544143,media hartm001SE6
hartm001,22,booked,hartm001SE7,media,0,2735641,-2735641,media hartm001SE7
hartm001,22,booked,hartm001SE8,media,0,834032,-834032,media hartm001SE8
hartm001,22,booked,hartm001SE9,media,0,800000,-800000,media hartm001SE9
hema001,7,approved,*,total,1209500,1142400,67100,Full-scope C1 drift: media on line billing-digiDisplay::hema001ML1 — schedule $34.00 vs approved slice $0.00 (Δ $34.00).
hema001,7,approved,billing-digiDisplay::hema001ML1,media,3400,0,3400,media billing-digiDisplay::hema001ML1
hema001,7,approved,billing-digiDisplay::hema001ML2,media,5000,0,5000,media billing-digiDisplay::hema001ML2
hema001,7,approved,billing-digiDisplay::hema001ML4,media,3000,0,3000,media billing-digiDisplay::hema001ML4
hema001,7,approved,billing-digiDisplay::hema001ML5,media,5000,0,5000,media billing-digiDisplay::hema001ML5
hema001,7,approved,billing-digiDisplay::hema001ML6,media,13600,0,13600,media billing-digiDisplay::hema001ML6
hema001,7,approved,billing-digiDisplay::hema001ML7,media,3000,0,3000,media billing-digiDisplay::hema001ML7
hema001,7,approved,billing-digiDisplay::hema001ML8,media,27500,0,27500,media billing-digiDisplay::hema001ML8
hema001,7,approved,billing-digiDisplay::hema001DD1,media,3400,0,3400,media billing-digiDisplay::hema001DD1
hema001,7,approved,billing-digiDisplay::hema001DD2,media,5000,0,5000,media billing-digiDisplay::hema001DD2
hema001,7,approved,billing-digiDisplay::hema001DD4,media,3000,0,3000,media billing-digiDisplay::hema001DD4
hema001,7,approved,billing-digiDisplay::hema001DD5,media,5000,0,5000,media billing-digiDisplay::hema001DD5
hema001,7,approved,billing-digiDisplay::hema001DD6,media,13600,0,13600,media billing-digiDisplay::hema001DD6
hema001,7,approved,billing-digiDisplay::hema001DD7,media,3000,0,3000,media billing-digiDisplay::hema001DD7
hema001,7,approved,billing-digiDisplay::hema001DD8,media,27500,0,27500,media billing-digiDisplay::hema001DD8
hema001,7,approved,billing-progDisplay::hema001PD1,media,110000,0,110000,media billing-progDisplay::hema001PD1
hema001,7,approved,billing-progDisplay::hema001PD3,media,275000,0,275000,media billing-progDisplay::hema001PD3
hema001,7,approved,billing-progDisplay::hema001PD4,media,206300,0,206300,media billing-progDisplay::hema001PD4
hema001,7,approved,billing-progDisplay::hema001PD5,media,187000,0,187000,media billing-progDisplay::hema001PD5
hema001,7,approved,billing-progDisplay::hema001PD6,media,187000,0,187000,media billing-progDisplay::hema001PD6
hema001,7,approved,billing-digiDisplay::hema001ML3,media,5000,0,5000,media billing-digiDisplay::hema001ML3
hema001,7,approved,billing-digiDisplay::hema001ML9,media,1000,0,1000,media billing-digiDisplay::hema001ML9
hema001,7,approved,billing-digiDisplay::hema001ML10,media,600,0,600,media billing-digiDisplay::hema001ML10
hema001,7,approved,billing-digiDisplay::hema001DD3,media,5000,0,5000,media billing-digiDisplay::hema001DD3
hema001,7,approved,billing-digiDisplay::hema001DD9,media,1000,0,1000,media billing-digiDisplay::hema001DD9
hema001,7,approved,billing-digiDisplay::hema001DD10,media,600,0,600,media billing-digiDisplay::hema001DD10
hema001,7,approved,billing-progDisplay::hema001PD2,media,110000,0,110000,media billing-progDisplay::hema001PD2
hema001,7,approved,hema001DD1,media,0,3400,-3400,media hema001DD1
hema001,7,approved,hema001DD10,media,0,600,-600,media hema001DD10
hema001,7,approved,hema001DD2,media,0,5000,-5000,media hema001DD2
hema001,7,approved,hema001DD3,media,0,5000,-5000,media hema001DD3
hema001,7,approved,hema001DD4,media,0,3000,-3000,media hema001DD4
hema001,7,approved,hema001DD5,media,0,5000,-5000,media hema001DD5
hema001,7,approved,hema001DD6,media,0,13600,-13600,media hema001DD6
hema001,7,approved,hema001DD7,media,0,3000,-3000,media hema001DD7
hema001,7,approved,hema001DD8,media,0,27500,-27500,media hema001DD8
hema001,7,approved,hema001DD9,media,0,1000,-1000,media hema001DD9
hema001,7,approved,hema001PD1,media,0,110000,-110000,media hema001PD1
hema001,7,approved,hema001PD2,media,0,110000,-110000,media hema001PD2
hema001,7,approved,hema001PD3,media,0,275000,-275000,media hema001PD3
hema001,7,approved,hema001PD4,media,0,206300,-206300,media hema001PD4
curatif001,2,completed,*,total,22086300,3967100,18119200,Full-scope C1 drift: media on line search-Google Ads - AM-maximize_conversions-0 — schedule $71340.00 vs approved slice $0.00 (Δ $71340.00).
curatif001,2,completed,search-Google Ads - AM-maximize_conversions-0,media,7134000,0,7134000,media search-Google Ads - AM-maximize_conversions-0
curatif001,2,completed,search-Bing - AM-maximize_conversions-1,media,1450000,0,1450000,media search-Bing - AM-maximize_conversions-1
curatif001,2,completed,socialMedia-Meta-maximize_conversions-0,media,9535200,0,9535200,media socialMedia-Meta-maximize_conversions-0
curatif001,2,completed,progDisplay-Quantcast - Direct-conversions-0,media,1015100,0,1015100,media progDisplay-Quantcast - Direct-conversions-0
curatif001,2,completed,progDisplay-Quantcast - Direct-conversions-1,media,2952000,0,2952000,media progDisplay-Quantcast - Direct-conversions-1
curatif001,2,completed,curatif0011,media,0,1015100,-1015100,media curatif0011
curatif001,2,completed,curatif0012,media,0,2952000,-2952000,media curatif0012
curatif002,13,approved,*,total,1281000,743500,537500,Full-scope C1 drift: media on line billing-socialMedia::curatif0024 — schedule $5000.00 vs approved slice $0.00 (Δ $5000.00).
curatif002,13,approved,billing-socialMedia::curatif0024,media,500000,0,500000,media billing-socialMedia::curatif0024
curatif002,13,approved,billing-socialMedia::curatif0025,media,194800,0,194800,media billing-socialMedia::curatif0025
curatif002,13,approved,curatif002SM4,media,0,500000,-500000,media curatif002SM4
curatif002,13,approved,curatif002SM5,media,0,243500,-243500,media curatif002SM5
golf001,16,booked,*,total,3134123,3000000,134123,Full-scope C1 drift: media on line billing-digiAudio::golf001DA1 — schedule $7500.00 vs approved slice $0.00 (Δ $7500.00).
golf001,16,booked,billing-digiAudio::golf001DA1,media,750000,0,750000,media billing-digiAudio::golf001DA1
golf001,16,booked,billing-digiAudio::golf001DA3,media,750000,0,750000,media billing-digiAudio::golf001DA3
golf001,16,booked,billing-digiVideo::golf001DV1,media,750000,0,750000,media billing-digiVideo::golf001DV1
golf001,16,booked,billing-digiVideo::golf001DV2,media,750000,0,750000,media billing-digiVideo::golf001DV2
golf001,16,booked,golf001DA1,media,0,750000,-750000,media golf001DA1
golf001,16,booked,golf001DA3,media,0,750000,-750000,media golf001DA3
golf001,16,booked,golf001DV1,media,0,750000,-750000,media golf001DV1
golf001,16,booked,golf001DV2,media,0,750000,-750000,media golf001DV2
BICAU001,14,booked,*,total,56603529,51146400,5457129,Full-scope C1 drift: media on line billing-socialMedia::BICAU0011 — schedule $37794.00 vs approved slice $0.00 (Δ $37794.00).
BICAU001,14,booked,billing-socialMedia::BICAU0011,media,3779400,0,3779400,media billing-socialMedia::BICAU0011
BICAU001,14,booked,billing-socialMedia::BICAU0012,media,3779400,0,3779400,media billing-socialMedia::BICAU0012
BICAU001,14,booked,billing-television::BICAU001TV1,media,34138063,0,34138063,media billing-television::BICAU001TV1
BICAU001,14,booked,billing-bvod::BICAU001BV1,media,11000100,0,11000100,media billing-bvod::BICAU001BV1
BICAU001,14,booked,billing-bvod::BICAU001BV2,media,2280000,0,2280000,media billing-bvod::BICAU001BV2
BICAU001,14,booked,billing-progVideo::BICAU001ML1,media,1308500,0,1308500,media billing-progVideo::BICAU001ML1
BICAU001,14,booked,BICAU001BV1,media,0,11000100,-11000100,media BICAU001BV1
BICAU001,14,booked,BICAU001BV2,media,0,2280000,-2280000,media BICAU001BV2
BICAU001,14,booked,BICAU001ML1,media,0,1308500,-1308500,media BICAU001ML1
BICAU001,14,booked,BICAU001SM1,media,0,3779400,-3779400,media BICAU001SM1
BICAU001,14,booked,BICAU001SM2,media,0,3779400,-3779400,media BICAU001SM2
BICAU001,14,booked,BICAU001TV1,media,0,28999000,-28999000,media BICAU001TV1
legal001,8,booked,*,total,3031355,4639600,-1608245,Full-scope C1 drift: media on line search-Google Ads - AM-Generic and Competitor keywords on relevant superannuation related terms-0 — schedule $6750.00 vs approved slice $0.00 (Δ $6750.00).
legal001,8,booked,search-Google Ads - AM-Generic and Competitor keywords on relevant superannuation related terms-0,media,675000,0,675000,media search-Google Ads - AM-Generic and Competitor keywords on relevant superannuation related terms-0
legal001,8,booked,"socialMedia-Meta-PPL22-55, legal professionals, paralegals, and law graduates in Australia using Meta's detailed demographic targeting. Complemented by retargeting website visitors, email prospect lists and lookalikes of existing members to re-engage high-intent users and nurture them towards conversion.-0",media,266700,0,266700,"media socialMedia-Meta-PPL22-55, legal professionals, paralegals, and law graduates in Australia using Meta's detailed demographic targeting. Complemented by retargeting website visitors, email prospect lists and lookalikes of existing members to re-engage high-intent users and nurture them towards conversion.-0"
legal001,8,booked,"progDisplay-DV360-PL22-55, legal professionals, paralegals, and law graduates in Australia, custom premium site list-0",media,242055,0,242055,"media progDisplay-DV360-PL22-55, legal professionals, paralegals, and law graduates in Australia, custom premium site list-0"
legal001,8,booked,"progDisplay-DV360-PL22-55, legal professionals, paralegals, and law graduates in Australia, custom premium site list-1",media,200000,0,200000,"media progDisplay-DV360-PL22-55, legal professionals, paralegals, and law graduates in Australia, custom premium site list-1"
legal001,8,booked,"progVideo-YouTube - DV360-PPL 22-55 overlayed with a brand safe and contextually relevant list running across law & government, finance & superannuation or news relevant content by Channel Factory.-0",media,647600,0,647600,"media progVideo-YouTube - DV360-PPL 22-55 overlayed with a brand safe and contextually relevant list running across law & government, finance & superannuation or news relevant content by Channel Factory.-0"
legal001,8,booked,"progOoh-Test Publisher-Sydney and Melbourne: Street Furniture within 100m of office towers with law firms in them, timed to 8am-6:30pm Monday to Friday-0",media,1000000,0,1000000,"media progOoh-Test Publisher-Sydney and Melbourne: Street Furniture within 100m of office towers with law firms in them, timed to 8am-6:30pm Monday to Friday-0"
legal001,8,booked,legal001ML1,media,0,1314300,-1314300,media legal001ML1
legal001,8,booked,legal001PD1,media,0,580000,-580000,media legal001PD1
legal001,8,booked,legal001PD2,media,0,600000,-600000,media legal001PD2
legal001,8,booked,legal001SE1,media,0,1611900,-1611900,media legal001SE1
legal001,8,booked,legal001SM1,media,0,533400,-533400,media legal001SM1
hema005,2,completed,*,total,2400000,4200000,-1800000,Full-scope C1 drift: media on line radio-Southern Cross Austereo-Triple M Melbourne 105.1-0 — schedule $2000.00 vs approved slice $0.00 (Δ $2000.00).
hema005,2,completed,radio-Southern Cross Austereo-Triple M Melbourne 105.1-0,media,200000,0,200000,media radio-Southern Cross Austereo-Triple M Melbourne 105.1-0
hema005,2,completed,radio-Southern Cross Austereo-Triple M Melbourne 105.1-1,media,200000,0,200000,media radio-Southern Cross Austereo-Triple M Melbourne 105.1-1
hema005,2,completed,radio-Southern Cross Austereo-Triple M Melbourne 105.1-2,media,200000,0,200000,media radio-Southern Cross Austereo-Triple M Melbourne 105.1-2
hema005,2,completed,radio-Sports Entertainment Network-SEN 1116am-3,media,500000,0,500000,media radio-Sports Entertainment Network-SEN 1116am-3
hema005,2,completed,search-Google Ads - AM-maximize_conversions-0,media,500000,0,500000,media search-Google Ads - AM-maximize_conversions-0
hema005,2,completed,socialMedia-Meta-maximize_conversions-0,media,250000,0,250000,media socialMedia-Meta-maximize_conversions-0
hema005,2,completed,socialMedia-Meta-maximize_conversions-1,media,250000,0,250000,media socialMedia-Meta-maximize_conversions-1
hema005,2,completed,socialMedia-Meta-maximize_conversions-2,media,300000,0,300000,media socialMedia-Meta-maximize_conversions-2
hema005,2,completed,hema005RA1,media,0,200000,-200000,media hema005RA1
hema005,2,completed,hema005RA2,media,0,200000,-200000,media hema005RA2
hema005,2,completed,hema005RA3,media,0,200000,-200000,media hema005RA3
hema005,2,completed,hema005RA4,media,0,1000000,-1000000,media hema005RA4
hema005,2,completed,hema005SE1,media,0,1000000,-1000000,media hema005SE1
hema005,2,completed,hema005SM1,media,0,500000,-500000,media hema005SM1
hema005,2,completed,hema005SM2,media,0,500000,-500000,media hema005SM2
hema005,2,completed,hema005SM3,media,0,600000,-600000,media hema005SM3
BOSS001,17,booked,*,total,24498823,24498800,23,Full-scope C1 drift: media on line billing-radio::BOSS001RA13 — schedule $2957.98 vs approved slice $0.00 (Δ $2957.98).
BOSS001,17,booked,billing-radio::BOSS001RA13,media,295798,0,295798,media billing-radio::BOSS001RA13
BOSS001,17,booked,billing-radio::BOSS001RA14,media,220001,0,220001,media billing-radio::BOSS001RA14
BOSS001,17,booked,billing-radio::BOSS001RA15,media,220001,0,220001,media billing-radio::BOSS001RA15
BOSS001,17,booked,billing-radio::BOSS001RA17,media,428399,0,428399,media billing-radio::BOSS001RA17
BOSS001,17,booked,billing-digiDisplay::BOSS001DD1,media,1540000,0,1540000,media billing-digiDisplay::BOSS001DD1
BOSS001,17,booked,billing-television::BOSS001TV1,media,4100000,0,4100000,media billing-television::BOSS001TV1
BOSS001,17,booked,billing-radio::BOSS001RA18,media,581400,0,581400,media billing-radio::BOSS001RA18
BOSS001,17,booked,billing-radio::BOSS001RA19,media,440000,0,440000,media billing-radio::BOSS001RA19
BOSS001,17,booked,billing-radio::BOSS001RA20,media,192000,0,192000,media billing-radio::BOSS001RA20
BOSS001,17,booked,billing-radio::BOSS001RA21,media,192000,0,192000,media billing-radio::BOSS001RA21
BOSS001,17,booked,billing-radio::BOSS001RA22,media,168000,0,168000,media billing-radio::BOSS001RA22
BOSS001,17,booked,billing-radio::BOSS001RA23,media,168000,0,168000,media billing-radio::BOSS001RA23
BOSS001,17,booked,billing-radio::BOSS001RA24,media,168000,0,168000,media billing-radio::BOSS001RA24
BOSS001,17,booked,billing-radio::BOSS001RA25,media,168000,0,168000,media billing-radio::BOSS001RA25
BOSS001,17,booked,billing-radio::BOSS001RA26,media,168000,0,168000,media billing-radio::BOSS001RA26
BOSS001,17,booked,billing-radio::BOSS001RA27,media,168000,0,168000,media billing-radio::BOSS001RA27
BOSS001,17,booked,billing-radio::BOSS001RA28,media,82000,0,82000,media billing-radio::BOSS001RA28
BOSS001,17,booked,billing-radio::BOSS001RA29,media,42500,0,42500,media billing-radio::BOSS001RA29
BOSS001,17,booked,billing-radio::BOSS001RA30,media,42500,0,42500,media billing-radio::BOSS001RA30
BOSS001,17,booked,billing-radio::BOSS001RA31,media,1500000,0,1500000,media billing-radio::BOSS001RA31
BOSS001,17,booked,billing-newspaper::BOSS001NP1,media,2250000,0,2250000,media billing-newspaper::BOSS001NP1
BOSS001,17,booked,billing-newspaper::BOSS001NP2,media,1210000,0,1210000,media billing-newspaper::BOSS001NP2
BOSS001,17,booked,billing-digiDisplay::BOSS001DD2,media,82900,0,82900,media billing-digiDisplay::BOSS001DD2
BOSS001,17,booked,billing-search::BOSS001SE1,media,1800000,0,1800000,media billing-search::BOSS001SE1
BOSS001,17,booked,billing-progDisplay::BOSS001PD1,media,900000,0,900000,media billing-progDisplay::BOSS001PD1
BOSS001,17,booked,billing-progVideo::BOSS001PV1,media,2989500,0,2989500,media billing-progVideo::BOSS001PV1
BOSS001,17,booked,billing-newspaper::BOSS001NP6,media,2700000,0,2700000,media billing-newspaper::BOSS001NP6
BOSS001,17,booked,billing-newspaper::BOSS001NP3,media,991600,0,991600,media billing-newspaper::BOSS001NP3
BOSS001,17,booked,billing-newspaper::BOSS001NP4,media,524400,0,524400,media billing-newspaper::BOSS001NP4
BOSS001,17,booked,billing-digiDisplay::BOSS001DD3,media,165800,0,165800,media billing-digiDisplay::BOSS001DD3
BOSS001,17,booked,BOSS001DD1,media,0,1540000,-1540000,media BOSS001DD1
BOSS001,17,booked,BOSS001DD2,media,0,82900,-82900,media BOSS001DD2
BOSS001,17,booked,BOSS001DD3,media,0,165800,-165800,media BOSS001DD3
BOSS001,17,booked,BOSS001NP1,media,0,2250000,-2250000,media BOSS001NP1
BOSS001,17,booked,BOSS001NP2,media,0,1210000,-1210000,media BOSS001NP2
BOSS001,17,booked,BOSS001NP3,media,0,991600,-991600,media BOSS001NP3
BOSS001,17,booked,BOSS001NP4,media,0,524400,-524400,media BOSS001NP4
BOSS001,17,booked,BOSS001NP5,media,0,2700000,-2700000,media BOSS001NP5
BOSS001,17,booked,BOSS001PD1,media,0,900000,-900000,media BOSS001PD1
BOSS001,17,booked,BOSS001PV1,media,0,2989500,-2989500,media BOSS001PV1
PENFOLD002,14,approved,*,total,19935990,14800000,5135990,Full-scope C1 drift: media on line billing-digiAudio::PENFOLD002DA1 — schedule $71250.00 vs approved slice $0.00 (Δ $71250.00).
PENFOLD002,14,approved,billing-digiAudio::PENFOLD002DA1,media,7125000,0,7125000,media billing-digiAudio::PENFOLD002DA1
PENFOLD002,14,approved,billing-digiAudio::PENFOLD002DA2,media,1350000,0,1350000,media billing-digiAudio::PENFOLD002DA2
PENFOLD002,14,approved,billing-digiAudio::PENFOLD002DA3,media,662501,0,662501,media billing-digiAudio::PENFOLD002DA3
PENFOLD002,14,approved,billing-digiAudio::PENFOLD002DA4,media,662501,0,662501,media billing-digiAudio::PENFOLD002DA4
PENFOLD002,14,approved,billing-newspaper::PENFOLD002NP1,media,5000000,0,5000000,media billing-newspaper::PENFOLD002NP1
PENFOLD002,14,approved,PENFOLD002DA1,media,0,7125000,-7125000,media PENFOLD002DA1
PENFOLD002,14,approved,PENFOLD002DA2,media,0,1350000,-1350000,media PENFOLD002DA2
PENFOLD002,14,approved,PENFOLD002DA3,media,0,662500,-662500,media PENFOLD002DA3
PENFOLD002,14,approved,PENFOLD002DA4,media,0,662500,-662500,media PENFOLD002DA4
PENFOLD002,14,approved,PENFOLD002NP1,media,0,5000000,-5000000,media PENFOLD002NP1
curatif003,1,completed,*,total,187500,0,187500,Full-scope C1 drift: media on line socialMedia-TikTok-completed_views-0 — schedule $1500.00 vs approved slice $0.00 (Δ $1500.00).
curatif003,1,completed,socialMedia-TikTok-completed_views-0,media,150000,0,150000,media socialMedia-TikTok-completed_views-0
curatif003,1,completed,auto-total-November 2025,media,37500,0,37500,media auto-total-November 2025
golf006,11,approved,*,total,1200000,1500000,-300000,"Full-scope C1 drift: media on line socialMedia-Meta-Interested in Golf, live sporting events-0 — schedule $1064.00 vs approved slice $0.00 (Δ $1064.00)."
golf006,11,approved,"socialMedia-Meta-Interested in Golf, live sporting events-0",media,106400,0,106400,"media socialMedia-Meta-Interested in Golf, live sporting events-0"
golf006,11,approved,socialMedia-Meta-Interested in Golf-1,media,80000,0,80000,media socialMedia-Meta-Interested in Golf-1
golf006,11,approved,socialMedia-Meta-Interested in Golf-2,media,1013600,0,1013600,media socialMedia-Meta-Interested in Golf-2
golf006,11,approved,golf006SM1,media,0,133000,-133000,media golf006SM1
golf006,11,approved,golf006SM2,media,0,100000,-100000,media golf006SM2
golf006,11,approved,golf006SM3,media,0,1267000,-1267000,media golf006SM3
BOSS002,12,booked,*,total,13800737,13794426,6311,Full-scope C1 drift: media on line billing-radio::BOSS002RA1 — schedule $10560.00 vs approved slice $0.00 (Δ $10560.00).
BOSS002,12,booked,billing-radio::BOSS002RA1,media,1056000,0,1056000,media billing-radio::BOSS002RA1
BOSS002,12,booked,billing-radio::BOSS002RA2,media,1015327,0,1015327,media billing-radio::BOSS002RA2
BOSS002,12,booked,billing-radio::BOSS002RA3,media,805000,0,805000,media billing-radio::BOSS002RA3
BOSS002,12,booked,billing-radio::BOSS002RA4,media,805000,0,805000,media billing-radio::BOSS002RA4
BOSS002,12,booked,billing-radio::BOSS002RA5,media,805000,0,805000,media billing-radio::BOSS002RA5
BOSS002,12,booked,billing-radio::BOSS002RA6,media,805000,0,805000,media billing-radio::BOSS002RA6
BOSS002,12,booked,billing-radio::BOSS002RA7,media,805000,0,805000,media billing-radio::BOSS002RA7
BOSS002,12,booked,billing-radio::BOSS002RA8,media,805000,0,805000,media billing-radio::BOSS002RA8
BOSS002,12,booked,billing-radio::BOSS002RA9,media,280001,0,280001,media billing-radio::BOSS002RA9
BOSS002,12,booked,billing-radio::BOSS002RA10,media,280001,0,280001,media billing-radio::BOSS002RA10
BOSS002,12,booked,billing-radio::BOSS002RA11,media,805000,0,805000,media billing-radio::BOSS002RA11
BOSS002,12,booked,billing-digiDisplay::BOSS002DD1,media,349200,0,349200,media billing-digiDisplay::BOSS002DD1
BOSS002,12,booked,billing-search::BOSS002SE1,media,2100000,0,2100000,media billing-search::BOSS002SE1
BOSS002,12,booked,billing-progDisplay::BOSS002PD1,media,683400,0,683400,media billing-progDisplay::BOSS002PD1
BOSS002,12,booked,billing-progDisplay::BOSS002PD2,media,600000,0,600000,media billing-progDisplay::BOSS002PD2
BOSS002,12,booked,billing-radio::BOSS002RA12,media,57000,0,57000,media billing-radio::BOSS002RA12
BOSS002,12,booked,billing-radio::BOSS002RA13,media,26800,0,26800,media billing-radio::BOSS002RA13
BOSS002,12,booked,billing-newspaper::BOSS002NP1,media,968000,0,968000,media billing-newspaper::BOSS002NP1
BOSS002,12,booked,billing-newspaper::BOSS002NP2,media,743700,0,743700,media billing-newspaper::BOSS002NP2
BOSS002,12,booked,BOSS002DD1,media,0,349200,-349200,media BOSS002DD1
BOSS002,12,booked,BOSS002NP1,media,0,968000,-968000,media BOSS002NP1
BOSS002,12,booked,BOSS002NP2,media,0,743700,-743700,media BOSS002NP2
BOSS002,12,booked,BOSS002PD1,media,0,683400,-683400,media BOSS002PD1
BOSS002,12,booked,BOSS002PD2,media,0,600000,-600000,media BOSS002PD2
BOSS002,12,booked,BOSS002RA1,media,0,1056000,-1056000,media BOSS002RA1
BOSS002,12,booked,BOSS002RA10,media,0,280000,-280000,media BOSS002RA10
BOSS002,12,booked,BOSS002RA11,media,0,805000,-805000,media BOSS002RA11
BOSS002,12,booked,BOSS002RA12,media,0,57000,-57000,media BOSS002RA12
BOSS002,12,booked,BOSS002RA13,media,0,26800,-26800,media BOSS002RA13
BOSS002,12,booked,BOSS002RA2,media,0,1015326,-1015326,media BOSS002RA2
BOSS002,12,booked,BOSS002RA3,media,0,805000,-805000,media BOSS002RA3
BOSS002,12,booked,BOSS002RA4,media,0,805000,-805000,media BOSS002RA4
BOSS002,12,booked,BOSS002RA5,media,0,805000,-805000,media BOSS002RA5
BOSS002,12,booked,BOSS002RA6,media,0,805000,-805000,media BOSS002RA6
BOSS002,12,booked,BOSS002RA7,media,0,805000,-805000,media BOSS002RA7
BOSS002,12,booked,BOSS002RA8,media,0,805000,-805000,media BOSS002RA8
BOSS002,12,booked,BOSS002RA9,media,0,280000,-280000,media BOSS002RA9
BOSS002,12,booked,BOSS002SE1,media,0,2100000,-2100000,media BOSS002SE1
PGAAUS003,12,approved,*,total,2462030,3234400,-772370,Full-scope C1 drift: media on line billing-socialMedia::PGAAUS003SM1 — schedule $345.10 vs approved slice $0.00 (Δ $345.10).
PGAAUS003,12,approved,billing-socialMedia::PGAAUS003SM1,media,34510,0,34510,media billing-socialMedia::PGAAUS003SM1
PGAAUS003,12,approved,billing-socialMedia::PGAAUS003SM2,media,160000,0,160000,media billing-socialMedia::PGAAUS003SM2
PGAAUS003,12,approved,billing-socialMedia::PGAAUS003SM3,media,260000,0,260000,media billing-socialMedia::PGAAUS003SM3
PGAAUS003,12,approved,billing-socialMedia::PGAAUS003SM4,media,260000,0,260000,media billing-socialMedia::PGAAUS003SM4
PGAAUS003,12,approved,billing-socialMedia::PGAAUS003SM5,media,160000,0,160000,media billing-socialMedia::PGAAUS003SM5
PGAAUS003,12,approved,billing-socialMedia::PGAAUS003SM7,media,160000,0,160000,media billing-socialMedia::PGAAUS003SM7
PGAAUS003,12,approved,billing-socialMedia::PGAAUS003SM6,media,160000,0,160000,media billing-socialMedia::PGAAUS003SM6
PGAAUS003,12,approved,billing-socialMedia::PGAAUS003SM8,media,480000,0,480000,media billing-socialMedia::PGAAUS003SM8
PGAAUS003,12,approved,billing-socialMedia::PGAAUS003SM10,media,80000,0,80000,media billing-socialMedia::PGAAUS003SM10
PGAAUS003,12,approved,billing-socialMedia::PGAAUS003SM11,media,60000,0,60000,media billing-socialMedia::PGAAUS003SM11
PGAAUS003,12,approved,billing-socialMedia::PGAAUS003SM9,media,120000,0,120000,media billing-socialMedia::PGAAUS003SM9
PGAAUS003,12,approved,billing-socialMedia::PGAAUS003SM12,media,260000,0,260000,media billing-socialMedia::PGAAUS003SM12
PGAAUS003,12,approved,billing-socialMedia::PGAAUS003SM13,media,100000,0,100000,media billing-socialMedia::PGAAUS003SM13
